x,y,u,v,state,changed
39.70,-3.22,-36.89,11.85,overconfident_wrong,1
34.28,4.01,-36.53,4.40,nonconfident_wrong,1
42.13,5.96,-41.11,11.56,nonconfident_wrong,1
36.20,1.44,-41.53,13.77,nonconfident_wrong,1
34.65,-9.15,-37.04,19.79,nonconfident_wrong,1
40.24,-6.89,-30.41,2.50,nonconfident_wrong,1
45.03,-17.11,-49.79,28.35,confident_right,1
16.61,5.00,-25.48,13.64,nonconfident_right,1
12.89,2.48,-16.22,11.71,nonconfident_wrong,1
45.63,-21.47,-49.43,29.14,nonconfident_wrong,1
45.53,-8.80,-52.41,23.77,nonconfident_right,1
24.55,5.62,-25.81,7.72,confident_right,1
48.99,-12.21,-49.02,23.27,confident_right,1
46.21,-5.97,-48.54,15.68,confident_right,1
40.56,-9.18,-29.12,-1.25,nonconfident_wrong,1
35.86,-9.39,-43.65,24.71,nonconfident_wrong,1
40.24,-18.67,-36.48,26.93,overconfident_wrong,1
47.99,-25.34,-31.25,18.82,confident_right,1
38.55,-9.28,-37.96,18.57,nonconfident_wrong,1
42.25,-10.29,-41.98,16.02,nonconfident_wrong,1
0.24,12.11,-10.90,2.00,nonconfident_wrong,1
46.49,-5.31,-39.75,14.73,confident_right,1
28.10,8.21,-32.49,4.58,nonconfident_wrong,1
15.00,-18.17,-24.73,26.01,nonconfident_right,1
41.53,2.15,-35.32,-0.60,confident_right,1
33.29,0.71,-37.22,16.26,confident_right,1
33.81,1.23,-35.97,7.78,overconfident_wrong,1
22.48,0.45,-25.32,6.73,nonconfident_wrong,1
27.91,-5.88,-35.64,20.17,nonconfident_wrong,1
38.91,-15.49,-39.27,23.51,nonconfident_wrong,1
18.05,-0.67,-25.50,13.30,confident_right,1
35.36,5.87,-38.89,9.93,confident_right,1
39.66,-14.00,-14.40,9.34,nonconfident_right,1
25.98,0.38,-32.59,16.43,nonconfident_wrong,1
29.09,-2.02,-35.20,13.84,nonconfident_right,1
39.75,-2.83,-38.74,10.39,confident_right,1
27.84,-1.04,-26.95,2.93,confident_right,1
36.11,-2.15,-37.97,11.07,nonconfident_right,1
48.69,-6.06,-45.19,11.62,nonconfident_right,1
31.57,-8.18,-39.81,19.90,nonconfident_wrong,1
26.81,-2.48,-29.69,14.79,confident_right,1
29.78,0.21,-19.03,-9.47,confident_right,1
24.90,1.77,-30.07,10.18,nonconfident_wrong,1
41.13,0.46,-42.82,4.26,confident_right,1
41.11,-18.19,-43.70,26.63,confident_right,1
45.25,-13.45,-52.63,36.32,overconfident_wrong,1
23.34,10.22,-26.24,0.76,nonconfident_wrong,1
40.46,-0.71,-43.95,13.09,confident_right,1
49.63,-17.27,-41.39,21.34,nonconfident_wrong,1
30.39,-0.66,-30.87,12.75,overconfident_wrong,1
5.80,-4.00,0.55,-8.48,nonconfident_wrong,1
6.89,-10.42,-13.43,18.08,nonconfident_wrong,1
15.77,2.37,-26.48,11.98,nonconfident_right,1
50.09,-25.23,-48.71,31.97,confident_right,1
